Class name,Description
Scrub,"Brownish-green shrub patches with thin, woody stems."
Scrub,Scattered dry twigs among clusters of spiny leaves.
Scrub,"Low, dense thickets of coarse, rough-textured shrubs."
Scrub,"Uneven patches of shrubs with dry, brittle leaves and twigs."
Scrub,Woody shrub clusters showing leaf loss and rough bark texture.
Scrub,Small-leafed shrub mats with brown and dusty green hues.
Scrub,Rough bark and twiggy branches forming dense thickets.
Scrub,"Sparse leafy coverage on spindly, dry shrub branches."
Scrub,Patches of thorny bushes with uneven canopy and rough texture.
Scrub,Low-lying shrubbery mixed with scattered dry grasses and twigs.
Scrub,Dense woody mats with coarse leaves and exposed stems.
Scrub,"Clustered shrubby plants with brown, brittle twigs and leaves."
Scrub,"Dry, patchy ground covered by low, spiny bushes."
Scrub,Unevenly distributed shrubs with rough bark and dry foliage.
Scrub,Scattered woody twigs among dense mats of small leaves.
Scrub,Thorny shrubs casting mottled shadows on rocky soil.
Scrub,Rough-textured shrub patches with brittle branches and dry leaves.
Scrub,"Sparse, wiry shrubs mixed with scattered dry grass clumps."
Scrub,Dense mats of small-leaf bushes with varying shades of brown.
Scrub,"Low, spiny shrubbery with patchy leaf coverage and exposed bark."
Scrub,"Clusters of dry twigs interspersed with rough, coarse leaves."
Scrub,"Uneven shrub patches with dry, brittle foliage and woody stems."
Scrub,Scattered thorny bushes with spindly branches and sparse leaves.
Scrub,"Dense, low mats of woody shrubs with coarse leaf texture."
Scrub,Brown and grayish shrubbery forming patchy ground cover.
Scrub,"Patchy distribution of thorny shrubs with dry, brittle leaves."
Scrub,"Rough, twiggy shrub patches intermingled with sparse grasses."
Scrub,Scattered low bushes showing varying degrees of leaf loss.
Scrub,"Dense mats of woody, spiny shrubs covering dry soil."
Scrub,Brownish shrub clusters with uneven leaf density and rough texture.
Scrub,"Sparse leafy growth on spindly, rough-textured shrub branches."
Scrub,"Clusters of dry twigs mixed with coarse, brittle leaves."
Scrub,Uneven patches of thorny bushes with exposed woody stems.
Scrub,Low-lying shrub mats with rough bark and scattered dry leaves.
Scrub,Dense woody thickets with patchy green and brown foliage.
Scrub,"Small-leafed shrubs growing densely over dry, rocky ground."
Scrub,"Rough, spiny branches forming dense mats with brittle leaves."
Scrub,Sparse shrub clusters showing exposed woody stems and dry leaves.
Scrub,Scattered low bushes with patchy leaf coverage and rough texture.
Scrub,Dense mats of thorny shrubs with uneven twig distribution.
Scrub,"Brown and gray shrubbery blending with rocky, arid soil."
Scrub,"Uneven patches of woody shrubs with dry, brittle leaves."
Scrub,"Sparse, spiny shrub clusters interspersed with dry grass."
Scrub,"Thick woody branches supporting small, coarse leaves."
Scrub,Rough-textured shrub mats showing patchy leaf density.
Scrub,"Dense, low-lying thorny bushes covering exposed soil patches."
Scrub,Scattered woody twigs with small clusters of dry leaves.
Scrub,Patchy shrubbery with coarse leaves and spindly branches.
Scrub,Brownish shrub mats forming uneven ground cover.
Scrub,"Sparse, rough shrubs with exposed woody stems and dry foliage."
Scrub,Clusters of spiny shrubs with patchy leaf coverage and brittle twigs.
Scrub,"Uneven shrub patches blending into dry, rocky terrain."
Scrub,Dense mats of woody shrubs interspersed with dry grasses.
Scrub,"Low, thorny shrubbery with sparse, coarse leaf clusters."
Scrub,"Rough, patchy ground cover dominated by small woody shrubs."
Scrub,Scattered dry twigs mingled with dense thorny bushes.
Scrub,"Sparse, wiry shrub clusters with rough bark texture."
Scrub,Dense mats of small-leafed shrubs with brown and dusty green tones.
Scrub,"Patchy shrubbery with coarse, brittle leaves and twiggy stems."
Scrub,Uneven patches of thorny bushes showing leaf loss.
Scrub,Clusters of woody shrubs with rough bark and spiny branches.
Scrub,"Sparse, low-lying shrub mats mingling with dry soil."
Scrub,"Dense woody thickets with patchy, coarse foliage."
Scrub,Brownish shrubs with sparse leaf clusters and rough texture.
Scrub,"Scattered thorny bushes with thin, spindly branches."
Scrub,"Patchy mats of woody shrubs with exposed, dry twigs."
Scrub,"Low, dense clusters of spiny bushes on rocky ground."
Scrub,"Sparse, rough shrubbery with brittle leaves and woody stems."
Scrub,Dense mats of thorny shrubs forming natural ground cover.
Scrub,"Clusters of small-leaf bushes with patchy, brownish foliage."
Scrub,Rough bark and twiggy branches intertwined in dense mats.
Scrub,Sparse leafy coverage on woody shrubs with spindly branches.
Scrub,Scattered dry twigs mingled with low thorny bushes.
Scrub,"Patchy shrubbery blending with arid, rocky soil."
Scrub,"Dense mats of small, rough-leaf shrubs covering ground patches."
Scrub,"Low, thorny shrubbery forming uneven patches on soil."
Scrub,Sparse woody shrubs with brittle twigs and dry leaves.
Scrub,Clusters of spiny bushes with patchy green and brown foliage.
Scrub,Uneven patches of woody shrubs mingling with dry grasses.
Scrub,"Dense mats of thorny shrubs with rough, coarse leaves."
Scrub,Scattered twiggy branches showing exposed woody stems.
Scrub,"Low-lying shrub mats with brownish, brittle leaves."
Scrub,"Sparse, rough shrubs growing densely on rocky ground."
Scrub,"Thick woody branches supporting small, patchy leaves."
Scrub,"Rough, spiny shrubs forming dense mats with uneven twig density."
Scrub,Dense patches of small-leaf shrubs with brown and dusty green hues.
Scrub,"Patchy shrubbery with coarse, brittle leaves and woody stems."
Scrub,Scattered thorny bushes with sparse leaf coverage.
Scrub,"Low, dense shrub mats mingling with dry, rocky soil."
Scrub,Rough-textured shrubs with patchy leaf density and twiggy branches.
Scrub,Clusters of woody shrubs forming uneven ground cover.
Scrub,"Sparse, spiny bushes mixed with dry grass patches."
Scrub,Dense mats of small-leafed shrubs with rough bark texture.
Scrub,Uneven patches of woody shrubs with exposed twigs.
Scrub,"Low, thorny shrubbery blending into arid soil backgrounds."
Scrub,"Patchy shrub mats with coarse, brittle leaves and woody stems."
Scrub,Dense woody thickets showing leaf loss and rough bark texture.
Scrub,"Sparse leafy coverage on spindly, rough-textured shrubs."
Scrub,Clusters of dry twigs mixed with woody shrubs.
Scrub,"Rough, patchy shrubbery interspersed with dry grasses."
Scrub,Dense mats of thorny bushes with uneven canopy density.
Scrub,Low-lying shrubs with coarse leaves and spiny branches.
Scrub,Brownish shrub clusters mingling with rocky terrain.
Scrub,"Sparse, rough shrub mats forming natural ground cover."
Scrub,Patchy mats of woody shrubs with brittle twigs and leaves.
Scrub,"Low, dense clusters of thorny bushes on exposed soil."
Scrub,"Rough-textured shrubbery with dry, brittle leaves."
Scrub,Dense mats of small-leaf shrubs with uneven leaf distribution.
Scrub,Sparse woody shrubs mingling with dry soil patches.
Scrub,"Clusters of spiny shrubs with patchy, rough bark texture."
Scrub,Uneven patches of woody shrubs with sparse leaf coverage.
Scrub,"Low, dense shrub mats interspersed with dry grasses."
Scrub,"Scattered thorny bushes with thin, twiggy branches."
Scrub,Dense mats of woody shrubs forming uneven ground cover.
Scrub,Patchy shrubbery with coarse leaves and exposed twigs.
Scrub,"Sparse, rough shrubs mingling with rocky soil."
Scrub,Low-lying thorny bushes with patchy leaf clusters.
Scrub,Clusters of woody shrubs with rough bark and dry foliage.
Scrub,Dense patches of small-leaf shrubs forming soft mats.
Scrub,Sparse leafy growth on spindly shrub branches with rough texture.
Scrub,Patchy mats of woody shrubs mingling with dry soil.
Scrub,"Low, dense shrubbery forming natural mosaics on rocky ground."
Scrub,"Scattered dry twigs mixed with coarse, brittle leaves."
Scrub,"Low, thorny bushes with a mix of green and brown leaves."
Scrub,"Dense, coarse shrubs growing closely together on dry soil."
Scrub,Patchy clusters of woody shrubs with brittle branches.
Scrub,"Sparse, wiry shrubs with rough bark and small leaves."
Scrub,Scattered thorny bushes casting irregular shadows on rocky ground.
Scrub,"Dense mats of small-leaf shrubs with rough, dry foliage."
Scrub,"Low, spindly shrubbery with patchy leaf coverage and dry twigs."
Scrub,Woody shrubs with exposed stems and sparse leafy growth.
Scrub,Rough-textured shrubs forming dense clusters across arid terrain.
Scrub,"Uneven patches of thorny bushes with brittle, dry leaves."
Scrub,Brownish shrubbery with scattered twiggy branches and small leaves.
Scrub,"Sparse, coarse shrub mats mixed with dry grasses and rocks."
Scrub,Clusters of woody shrubs showing signs of seasonal leaf loss.
Scrub,"Low-lying shrubs with rough bark and scattered, dry foliage."
Scrub,Dense mats of thorny bushes with patchy canopy density.
Scrub,Scattered woody twigs mingled with dry leaf clusters.
Scrub,"Rough, patchy shrubbery interspersed with sparse grass tufts."
Scrub,Thorny bushes forming irregular patches on rocky soil.
Scrub,"Sparse, low woody shrubs with brittle branches and dry leaves."
Scrub,Dense mats of small-leaf shrubs with mixed green and brown hues.
Scrub,"Low, thorny shrub clusters with uneven leaf distribution."
Scrub,Woody shrubs with rough bark and sparse twiggy growth.
Scrub,"Patchy mats of woody shrubs blending into dry, rocky terrain."
Scrub,Sparse shrubbery with coarse leaves and scattered twigs.
Scrub,"Dense woody thickets with exposed, dry branches."
Scrub,Brownish shrubs with patchy leaf coverage and rough texture.
Scrub,"Low, spiny shrubbery growing closely on arid ground."
Scrub,Scattered woody twigs among dense thorny bushes.
Scrub,Rough-textured shrub mats with uneven canopy and leaf density.
Scrub,Uneven patches of woody shrubs interspersed with dry grasses.
Scrub,"Dense mats of thorny shrubs with patchy, brittle leaves."
Scrub,"Sparse, rough shrubbery with small, dry leaves."
Scrub,Clusters of woody shrubs with exposed twigs and rough bark.
Scrub,"Low-lying shrub mats with dense, spiny branches."
Scrub,Patchy woody shrubs mixed with dry grasses and rocky soil.
Scrub,Dense mats of small-leaf shrubs with rough bark and dry foliage.
Scrub,Scattered thorny bushes with brittle twigs and sparse leaves.
Scrub,"Low, dense shrubbery forming natural mosaics on dry ground."
Scrub,Woody shrubs with patchy leaf coverage and rough texture.
Scrub,"Uneven patches of thorny bushes with dry, brittle leaves."
Scrub,"Sparse, low woody shrubs mingling with rocky terrain."
Scrub,Dense mats of thorny bushes forming patchy ground cover.
Scrub,Brownish shrubbery with coarse leaves and spindly branches.
Scrub,Low-lying shrubs with rough bark and patchy foliage.
Scrub,Dense mats of small-leaf shrubs with mixed brown and green hues.
Scrub,Sparse thorny bushes with uneven leaf distribution.
Scrub,"Woody shrubs forming dense thickets on dry, rocky soil."
Scrub,"Low, spiny shrubbery with patchy, brittle leaf clusters."
Scrub,Clusters of woody shrubs with rough bark and dry twigs.
Scrub,Dense mats of small-leaf shrubs mingling with dry grasses.
Scrub,"Sparse, rough shrubs with exposed woody stems."
Scrub,Patchy shrubbery with coarse leaves and scattered twigs.
Scrub,"Low-lying thorny bushes with sparse, brittle foliage."
Scrub,Dense mats of woody shrubs with uneven twig distribution.
Scrub,Rough-textured shrub mats with patchy leaf density.
Scrub,Uneven patches of thorny shrubs blending into rocky terrain.
Scrub,"Low, dense shrub mats mingling with dry soil patches."
Scrub,"Sparse, spiny bushes with brittle twigs and coarse leaves."
Scrub,Dense mats of small-leaf shrubs with rough bark texture.
Scrub,"Patchy woody shrubs with exposed, dry branches."
Scrub,"Low, dense clusters of woody shrubs forming uneven ground cover."
Scrub,Rough-textured shrubbery with sparse leafy growth.
Scrub,Sparse woody shrubs mingling with dry grasses.
Scrub,Clusters of woody shrubs with rough bark and brittle leaves.
Scrub,Low-lying shrubs with patchy leaf coverage and rough texture.
Scrub,Dense mats of small-leaf shrubs forming natural ground cover.
Scrub,Rough-textured shrub mats with uneven twig distribution.
Scrub,"Low, spiny shrubbery with sparse, coarse leaves."
Scrub,"Sparse, rough shrubs mingling with dry soil patches."
Scrub,Dense mats of woody shrubs with patchy leaf coverage.
Scrub,"Brownish shrubbery blending into rocky, arid terrain."
Scrub,Scattered thorny bushes with spindly branches and small leaves.
Scrub,Low-lying shrub mats with rough bark and brittle twigs.
Scrub,Dense woody thickets forming uneven ground cover.
Scrub,"Patchy woody shrubs with dry, brittle leaves."
Scrub,"Sparse, spiny shrubs with scattered leafy clusters."
Scrub,Clusters of woody shrubs mingling with dry grasses.
Scrub,"Low, dense shrubbery with coarse leaves and exposed stems."
Scrub,"Rough, patchy shrub mats with brittle branches."
Scrub,Dense mats of small-leaf shrubs with varying shades of brown.
Scrub,Low-lying thorny bushes forming patchy ground cover.
Scrub,"Sparse, rough shrubbery mingling with rocky soil."
Scrub,Dense mats of thorny shrubs with coarse leaf texture.
Scrub,Patchy shrubbery with uneven twig distribution.
Scrub,Rough-textured shrubbery with patchy leaf coverage.
Scrub,Dense mats of woody shrubs forming natural ground cover.
Scrub,"Sparse, spiny shrubbery with uneven leaf distribution."
Scrub,"Low, thorny bushes mingling with dry, rocky soil."
Scrub,Woody shrubs with exposed twigs and patchy foliage.
Scrub,"Low-lying thorny bushes with sparse, brittle leaves."
Scrub,"Sparse, rough shrub mats mingling with dry soil patches."
Scrub,"Dense mats of woody shrubs with patchy, brittle foliage."
Scrub,Patchy woody shrubs blending into rocky terrain.
Scrub,"Low, dense shrubbery forming uneven ground cover."
Scrub,"Rough-textured shrub mats with small, coarse leaves."
Scrub,Dense mats of thorny bushes with uneven twig density.
Scrub,Sparse woody shrubs mingling with dry grasses and rocks.
Scrub,Clusters of woody shrubs with rough bark and brittle twigs.
Scrub,Dense mats of small-leaf shrubs with brown and dusty green hues.
Scrub,Clusters of woody shrubs with rough bark and brittle leaves
Scrub,"Patchy clusters of dry, thorny bushes with rough textures and scattered green patches."
Scrub,"Brownish shrubs with twisted branches, sparsely spread across rocky, dry soil."
Scrub,"Dense mats of small, coarse leaves showing a mix of faded green and brown colors."
Scrub,Low-lying woody shrubs with twiggy branches casting uneven shadows.
Scrub,"Scattered thorny bushes with brittle leaves, some parts looking almost bare."
Scrub,"Rough textured shrubs with patchy coverage and dry, cracked soil visible in between."
Scrub,"Dark green thorny bushes mixed with light brown patches, indicating dry spots."
Scrub,Close-knit thorny shrubs forming irregular patterns with visible gaps of bare earth.
Scrub,"Thin, spindly branches with few leaves, showing a scrappy and dry landscape."
Scrub,Dense woody patches with rough bark texture and spots of muted green leaves.
Scrub,"Brown and gray shrubs appearing dry and brittle, spreading unevenly over rocky ground."
Scrub,"Patches of coarse-leaf shrubs with faded green, blending into the dusty soil background."
Scrub,"Sparse clusters of woody shrubs, branches twisted and leaves scattered thinly."
Scrub,"Low bushy areas with rough, thorny textures interspersed with dry twigs."
Scrub,"Small shrubs with mix of bright and dull green shades, some leaves curling dry."
Scrub,"Thorny bushes with rough surfaces, casting irregular shadows on uneven terrain."
Scrub,Patchy ground cover with dry woody stems peeking through thin leaf layers.
Scrub,"Clusters of small bushes with coarse, uneven leaves and cracked earth underneath."
Scrub,Low tangled shrubs with mixed colors—dark greens fading into light browns.
Scrub,"Areas of dry, coarse shrubbery mixed with small rocks and bare soil patches."
Scrub,Brown thorny bushes with visible dry twigs scattered in between leafy areas.
Scrub,"Dense mats of spiny shrubs, some parts showing hints of green, others completely dry."
Scrub,"Sparse low shrubs with thin branches and few leaves, giving a scruffy appearance."
Scrub,"Woody shrubs with rough bark and patchy leafy tops, scattered across arid soil."
Scrub,"Clustered thorny bushes forming irregular shapes with sharp, spiky outlines."
Scrub,"Areas of dried out shrubbery, leaves curled and faded, blending with the dusty ground."
Scrub,"Mixed green and brown shrubs with scattered thorny branches, irregularly spaced."
Scrub,"Small patches of woody bushes with dry, brittle stems casting soft shadows."
Scrub,Close-packed thorny shrubs with rough textures and scattered dry leaves.
Scrub,"Patchy shrubs with mix of light and dark green shades, some leaves looking wilted."
Scrub,"Low woody plants with rough, spiny branches growing closely on rocky soil."
Scrub,Sparse thorny bushes with brittle twigs sticking out unevenly from leaf clusters.
Scrub,"Rough, patchy mats of shrubs with mix of green, brown, and grayish tones."
Scrub,Areas of sparse woody shrubbery mixed with scattered stones and dry earth.
Scrub,"Clustered thorny bushes with coarse leaves and dry branches, irregular coverage."
Scrub,Low shrubby plants with twisted stems and patchy green leaf coverage.
Scrub,Dense woody patches with rough textures and occasional dry spots visible.
Scrub,Thorny bushes forming irregular groups with a mix of fresh and dried leaves.
Scrub,Small-leaf shrubs with coarse surfaces and visible dry twigs scattered around.
Scrub,Patchy ground with woody shrubs and exposed rocky soil underneath.
Scrub,"Sparse clusters of thorny bushes with brittle, curled leaves in faded colors."
Scrub,"Rough, tangled woody plants forming dense mats with mixed leaf colors."
Scrub,Low shrubs with spiny branches and patchy leaf growth scattered across dry soil.
Scrub,"Brownish shrubs with rough textures, some showing signs of leaf loss."
Scrub,Small clusters of thorny bushes with sparse green leaves and dry twigs poking out.
Scrub,"Areas covered with woody shrub mats blending into rocky, arid landscape."
Scrub,Dense patches of low-lying thorny shrubs with rough bark and scattered leaves.
Scrub,"Woody bushes with brittle branches and faded leaves, scattered unevenly."
Scrub,Small woody shrubs with coarse leaves growing closely on cracked earth.
Scrub,"Mixed patches of dry, thorny bushes with some bright green leaf clusters."
Scrub,"Twisted, woody shrubs spreading out unevenly over dry, cracked soil patches."
Scrub,Clusters of thorny bushes with mixed green and brown leaves showing dry edges.
Scrub,"Low, spiny shrub mats casting mottled shadows on the dusty ground beneath."
Scrub,Scattered dry twigs and sparse leafy shrubs blending into the rough terrain.
Scrub,Patchy groups of woody shrubs with rough bark textures and brittle branches.
Scrub,Thin branches with curled leaves forming irregular patterns over dusty soil.
Scrub,"Areas with mixed green and tan shrubs, some leaves dry and brittle."
Scrub,Dense mats of small-leaf shrubs with rough textures and uneven coverage.
Scrub,Brownish woody bushes with twiggy branches poking out randomly.
Scrub,"Low, thorny shrubs with coarse leaves mingling with rocky soil patches."
Scrub,"Rough, patchy shrubbery with visible dry stems and curling leaves."
Scrub,"Scattered woody twigs among clusters of dense, dry thorny bushes."
Scrub,Small-leaf shrubs forming tight mats with sporadic dry patches.
Scrub,Thorny bushes with spindly branches and patchy leaf coverage.
Scrub,"Dense woody patches interspersed with areas of cracked, bare earth."
Scrub,"Low-lying shrubs with coarse, uneven leaf textures and dry tips."
Scrub,Brown and green shrub clusters showing irregular spacing and roughness.
Scrub,Woody bushes with brittle twigs and faded leaves scattered unevenly.
Scrub,"Patches of spiny shrubs with rough bark and some dry, leafless branches."
Scrub,"Mixed woody mats with irregular leaf coverage over dry, dusty soil."
Scrub,"Sparse shrubs with thin, twiggy branches and rough textured leaves."
Scrub,Thorny bush patches casting soft shadows over rocky terrain.
Scrub,"Clustered small shrubs with coarse leaves and dry, brittle twigs."
Scrub,Uneven mats of woody bushes blending into arid soil backgrounds.
Scrub,Brownish shrubbery with rough textures and scattered leaf patches.
Scrub,Low woody shrubs with curled leaves and thorny branches poking out.
Scrub,Dense thorny bushes with patchy green and brown leaf patterns.
Scrub,Woody shrubs with rough bark textures and scattered dry stems.
Scrub,Small shrub clusters with coarse leaves and uneven twig distribution.
Scrub,Patchy ground cover with woody bushes and visible bare earth spots.
Scrub,"Thorny shrubs with sparse leafy tops and rough, dry lower branches."
Scrub,"Low mats of woody shrubs mixed with dry, brittle twigs and leaves."
Scrub,"Brown shrub clusters blending into dusty, rocky ground surfaces."
Scrub,"Sparse thorny bushes with curled, dry leaves and twisted branches."
Scrub,Rough-textured shrub mats with irregular shapes and leaf coverage.
Scrub,Clustered woody bushes with spiny branches and brittle leaves.
Scrub,Patches of thorny shrubs with coarse leaf surfaces and dry twigs.
Scrub,Small woody plants with patchy green leaves and dry brown stems.
Scrub,"Thorny bushes spreading unevenly over rocky, arid terrain patches."
Scrub,Rough shrubbery mats with a mix of fresh green and dry brown leaves.
Scrub,Low-lying woody shrubs with scattered dry branches and curling leaves.
Scrub,Dense thorny bushes with coarse leaves and some leafless twigs.
Scrub,"Scattered woody twigs among tight mats of small, dry-leaf shrubs."
Scrub,Brownish woody shrubs with patchy leafy tops and rough bark.
Scrub,Patchy shrubbery mats casting irregular shadows over dusty soil.
Scrub,"Thorny bushes with spindly branches and sparse, dry leaf clusters."
Scrub,Low woody shrubs with rough textures and patchy twig coverage.
Scrub,Sparse mats of small-leaf shrubs growing among rocky soil patches.
Scrub,"Brown thorny bushes with brittle twigs and curled, dry leaves."
Scrub,Rough shrub mats with mixed green and brown shades of leaves.
Scrub,Scattered woody bushes with patchy coverage and dry twigs.
Scrub,Dense thorny shrubbery with coarse leaves and rugged textures.
Scrub,Low spiny bushes with uneven leaf distribution and dry lower branches.
Scrub,Patches of woody shrubs with rough bark and sparse leaf clusters.
Scrub,Small shrub mats mixed with brittle twigs and dry soil patches.
Scrub,Thorny bushes forming dense clusters with irregular leaf coverage.
Scrub,"Brownish woody shrubs with curled, dry leaves and spindly branches."
Scrub,Rough-textured mats of low shrubs blending into rocky terrain.
Scrub,Scattered thorny bushes with sparse leafy tops and rough bark.
Scrub,Dense woody shrub patches mixed with areas of exposed dry earth.
Scrub,Low shrub mats with coarse leaves and scattered dry twigs.
Scrub,Patchy thorny bushes showing mixed shades of green and brown.
Scrub,Small woody plants with rough bark and irregular leaf coverage.
Scrub,Thorny shrubs with brittle branches and patchy leaf clusters.
Scrub,Rough shrub mats blending with dusty soil and rocky patches.
Scrub,Scattered woody twigs and low shrubs with sparse leaves.
Scrub,"Dense patches of thorny bushes with coarse, dry leaves."
Scrub,"Low woody shrubs with curled, brittle leaves and twiggy branches."
Scrub,Brown shrub clusters growing unevenly over arid terrain.
Scrub,Patchy mats of woody shrubs with rough textures and dry tips.
Scrub,"Thorny bushes with sparse leaf coverage and rough, brittle stems."
Scrub,Small woody shrubs with patchy leaves and scattered dry twigs.
Scrub,Dense thorny mats with mixed brown and green leaf shades.
Scrub,"Low-lying woody shrubs blending with dry, cracked soil patches."
Scrub,Rough shrubbery mats with scattered dry twigs and brittle leaves.
Scrub,Scattered thorny bushes with coarse leaves and dry branches.
Scrub,"Patchy woody shrubs with rough bark and curled, dry leaf edges."
Scrub,Thorny bush clusters forming irregular mats over rocky soil.
Scrub,Small shrub mats with sparse leafy tops and dry woody branches.
Scrub,Dense thorny bushes with patchy leaf coverage and brittle twigs.
Scrub,Brownish woody shrubs with rough textures and curling leaves.
Scrub,Patchy mats of low shrubs with mixed green and brown colors.
Scrub,Scattered woody bushes with sparse twiggy branches and dry leaves.
Scrub,Thorny bushes forming dense mats with irregular leaf patches.
Scrub,Low woody shrubs with rough bark and patchy leaf clusters.
Scrub,Sparse thorny bushes with brittle twigs and curled leaves.
Scrub,"Dense shrub mats blending with rocky, arid ground surfaces."
Scrub,Brown thorny bushes with scattered dry leaves and rough branches.
Scrub,Patchy woody shrubbery with coarse leaves and twiggy stems.
Scrub,"Small clusters of thorny bushes with patchy, dry foliage."
Scrub,Dense mats of woody shrubs with uneven leaf coverage and dry tips.
Scrub,Low thorny bushes with rough textures and scattered brittle twigs.
Scrub,Brownish shrubbery mats with curled leaves and rough bark surfaces.
Scrub,Scattered woody bushes with sparse leafy tops and dry lower branches.
Scrub,Patchy thorny shrub mats with mixed brown and green leaf shades.
Scrub,Dense woody shrubs with coarse leaves and scattered dry twigs.
Scrub,Low-lying thorny bushes with rough textures and brittle branches.
Scrub,Brown woody shrub clusters with patchy leaf coverage and dry tips.
Scrub,Sparse mats of thorny shrubs growing unevenly over rocky soil.
Scrub,Rough-textured woody bushes with patchy leaves and dry twigs.
Scrub,Uneven mats of thorny bushes with curled dry leaves scattered across rocky soil.
Scrub,Dense woody shrub clusters with rough bark and patchy green-brown foliage.
Scrub,Low shrubs with spiny branches and brittle twigs creating mottled ground shadows.
Scrub,"Sparse woody bushes showing curled leaves and dry, cracked earth beneath."
Scrub,Patchy thorny shrub mats blending with dusty soil and scattered rocks.
Scrub,"Small leafy shrubs with rough textures and occasional dry, brittle twigs."
Scrub,Brown woody shrubs with uneven leaf coverage and spindly branch formations.
Scrub,Dense thorny bushes with mixed green and tan leaves growing in irregular patches.
Scrub,Low woody shrub mats casting soft shadows over coarse rocky ground.
Scrub,Sparse patches of spiny shrubs with curled leaves and dry bark textures.
Scrub,"Thorny bushes with rough, brittle branches and patchy leaf clusters scattered about."
Scrub,Brownish woody shrubs with twisted branches and patchy leafy tops.
Scrub,Small shrub mats with coarse leaves and irregular twiggy coverage.
Scrub,"Dense thorny bush clusters blending into dry, cracked soil backgrounds."
Scrub,Low woody shrubs with sparse leaves curling at the edges and rough bark.
Scrub,Rough-textured mats of woody shrubs with scattered brittle twigs and dry spots.
Scrub,Patchy thorny bushes with coarse leaves casting irregular shadows.
Scrub,Brown woody shrubs growing unevenly among rocky and dusty soil patches.
Scrub,Dense mats of spiny bushes with mixed green and dry brown leaf patterns.
Scrub,Low shrubs with twiggy branches and sparse leafy clusters.
Scrub,Thorny bushes with rough bark and brittle twigs spreading across arid terrain.
Scrub,Patchy woody shrubbery with curled dry leaves and scattered small twigs.
Scrub,Small thorny bushes forming dense mats with irregular leaf coverage.
Scrub,Dense woody shrubs with rough textures and patchy green-brown foliage.
Scrub,"Brown shrub mats with brittle twigs and curled, dry leaves blending into soil."
Scrub,Sparse woody bushes with patchy leaf coverage and rough bark textures.
Scrub,Low-lying thorny shrubs with scattered dry twigs and curled leaves.
Scrub,Patchy mats of woody shrubs with rough bark and mixed leaf colors.
Scrub,Dense thorny bushes with coarse leaves and scattered brittle branches.
Scrub,Small shrub mats with patchy leafy tops and dry twig clusters.
Scrub,Brown woody shrubs growing unevenly with rough bark and sparse leaves.
Scrub,"Thorny bush patches casting mottled shadows on dusty, rocky terrain."
Scrub,Low woody shrubs with curled dry leaves and brittle twiggy branches.
Scrub,Patchy thorny bushes with coarse leaf surfaces and rough bark.
Scrub,"Dense mats of woody shrubs blending with cracked, dry soil patches."
Scrub,"Small thorny bushes with patchy, dry foliage and twisted branches."
Scrub,Sparse woody shrubs with rough bark and brittle twigs scattered unevenly.
Scrub,Brown shrubbery mats with mixed green and brown leaves curling at the edges.
Scrub,Dense thorny bush clusters with rough textures and dry leafy tops.
Scrub,Low shrubs with spiny branches and sparse leaf coverage.
Scrub,Patchy woody shrub mats blending into rocky soil and dry ground.
Scrub,Small woody bushes with brittle twigs and patchy green leaves.
Scrub,Dense thorny shrubs casting irregular shadows over dusty terrain.
Scrub,"Brown woody shrubs with rough bark and curled, dry leaves scattered about."
Scrub,Low-lying thorny bushes with patchy leaf clusters and brittle branches.
Scrub,Patchy mats of woody shrubs with coarse leaves and dry twiggy patches.
Scrub,Sparse thorny bushes with curled leaves and rough textures blending into soil.
Scrub,Dense woody shrubbery with patchy green and brown leaf patterns.
Scrub,Brown shrub clusters with twisted branches and brittle twigs scattered unevenly.
Scrub,Thorny bushes forming dense mats with irregular leaf coverage and rough bark.
Scrub,Low woody shrubs with coarse leaves and patchy twig clusters.
Scrub,Patchy thorny bushes blending into rocky and dusty terrain patches.
Scrub,Small woody shrubs with brittle twigs and sparse leafy tops.
Scrub,Dense mats of thorny bushes with mixed green and dry brown leaves.
Scrub,Brown woody shrubs with curled dry leaves and rough bark textures.
Scrub,Sparse thorny bushes with spindly branches and patchy leaf clusters.
Scrub,Patchy woody shrubbery with coarse leaves and scattered dry twigs.
Scrub,Low woody shrubs with rough bark and sparse twiggy branches.
Scrub,Small shrub mats growing unevenly with dry leaves and rough textures.
Scrub,"Brown woody shrubs with patchy leafy tops and curled, dry leaves."
Scrub,Thorny bush clusters with rough bark and scattered brittle twigs.
Scrub,Patchy mats of woody shrubs blending into dry soil and rocky patches.
Scrub,Low-lying thorny bushes with sparse leaves and curled dry branches.
Scrub,Dense woody shrubs with coarse leaves and patchy twig clusters.
Scrub,Brown shrubbery mats with twisted branches and rough bark textures.
Scrub,Sparse thorny bushes with brittle twigs and patchy leaf coverage.
Scrub,"Small woody shrubs with rough bark and patchy, dry leaves."
Scrub,Dense thorny bush mats casting irregular shadows over dusty ground.
Scrub,Low woody shrubs with curled leaves and scattered dry twigs.
Scrub,"Patchy woody shrubbery blending into cracked, dry soil patches."
Scrub,Thorny bushes with rough textures and patchy leafy tops.
Scrub,Brown woody shrubs with sparse twiggy branches and curled dry leaves.
Scrub,Small shrub mats with coarse leaves and irregular twiggy patches.
Scrub,Dense thorny bushes growing unevenly with rough bark and patchy leaves.
